DATE,SPASTT01CHM661N
2007-07-01,103.936880119545
2007-08-01,99.0125065832842
2007-09-01,100.057075806049
2007-10-01,102.688417135229
2007-11-01,97.01312284998
2007-12-01,97.6082212778718
2008-01-01,89.70298501786
2008-02-01,86.01654058304
2008-03-01,81.5840371913276
2008-04-01,84.3480413746045
2008-05-01,86.3246236798609
2008-06-01,82.6413827514609
2008-07-01,77.9595523395003
2008-08-01,81.2607280169344
2008-09-01,79.032444327848
2008-10-01,67.9362706995588
2008-11-01,64.3200772761125
2008-12-01,62.1248085473069
2009-01-01,61.376073720346
2009-02-01,56.318660446881
2009-03-01,52.7592444636892
2009-04-01,57.4876764719822
2009-05-01,61.0217470661456
2009-06-01,61.3317145785076
2009-07-01,62.8220422975284
2009-08-01,68.3483546900951
2009-09-01,70.7526616348794
2009-10-01,71.6908556003464
2009-11-01,71.7212889113358
2009-12-01,73.3216099654929
2010-01-01,74.3679882271767
2010-02-01,73.8213946553139
2010-03-01,77.6992580208028
2010-04-01,77.6752505668086
2010-05-01,72.1389884601847
2010-06-01,71.6615529386816
2010-07-01,69.7513585929396
2010-08-01,70.8649539569758
2010-09-01,72.1083478634858
2010-10-01,72.8892685078893
2010-11-01,74.10452809037
2010-12-01,74.6499533245974
2011-01-01,74.8768746440614
2011-02-01,75.8103010382093
2011-03-01,72.6729564479219
2011-04-01,73.6457294385688
2011-05-01,74.2605953854872
2011-06-01,70.5703255871187
2011-07-01,68.5136556213639
2011-08-01,59.6642517986197
2011-09-01,61.1151763886753
2011-10-01,63.860392949007
2011-11-01,62.7377335462178
2011-12-01,64.8209549269473
2012-01-01,67.6169187978019
2012-02-01,69.2135840858092
2012-03-01,69.7961511503525
2012-04-01,68.8899922490848
2012-05-01,66.3553214371646
2012-06-01,65.9469874335551
2012-07-01,69.1420139835568
2012-08-01,71.5975204985937
2012-09-01,72.3525869617728
2012-10-01,73.6632545031014
2012-11-01,73.8511684208639
2012-12-01,76.1052497587084
2013-01-01,79.9177050607644
2013-02-01,82.4985628975979
2013-03-01,85.4413604274181
2013-04-01,85.2502430032358
2013-05-01,89.2067430292564
2013-06-01,84.179084677186
2013-07-01,86.7547792154368
2013-08-01,87.7053914793199
2013-09-01,88.6057275365654
2013-10-01,89.1262784856498
2013-11-01,91.5063895348857
2013-12-01,89.3399523638595
2014-01-01,92.4585847078234
2014-02-01,92.9928730462026
2014-03-01,92.8120068425641
2014-04-01,93.8703322987787
2014-05-01,95.8226810201761
2014-06-01,96.6065225086684
2014-07-01,95.7484350478552
2014-08-01,94.6296763852362
2014-09-01,98.1151479025937
2014-10-01,94.5415988028434
2014-11-01,99.396211275771
2014-12-01,100.237621659045
2015-01-01,95.6954075945276
2015-02-01,97.4308600871398
2015-03-01,102.279461274491
2015-04-01,103.648903736548
2015-05-01,102.398217141894
2015-06-01,100.767896192322
2015-07-01,102.422469569908
2015-08-01,102.102363901935
2015-09-01,96.7588963493249
2015-10-01,97.8531387657537
2015-11-01,100.277722021761
2015-12-01,98.3646633643959
2016-01-01,94.1600988765397
2016-02-01,89.5533247355827
2016-03-01,90.6709339047216
2016-04-01,91.3473825515244
2016-05-01,91.7271676596856
2016-06-01,91.0037216892868
2016-07-01,93.0404922269272
2016-08-01,94.1289117993339
2016-09-01,94.6366110344276
2016-10-01,92.9558631249746
2016-11-01,90.4321407673484
2016-12-01,93.4820673206824
2017-01-01,96.2216683227015
2017-02-01,97.775237027283
2017-03-01,100.180184673351
2017-04-01,100.767783127389
2017-05-01,105.21828268752
2017-06-01,104.626670428379
2017-07-01,104.750778035918
2017-08-01,104.981845069573
2017-09-01,105.666434391513
2017-10-01,108.296136279173
2017-11-01,108.64801319317
2017-12-01,109.875219970182
2018-01-01,111.550578451187
2018-02-01,105.475335811486
2018-03-01,103.60684358167
2018-04-01,103.519990869379
2018-05-01,105.144884702192
2018-06-01,102.153243121546
2018-07-01,105.418369929678
2018-08-01,107.523167868353
2018-09-01,106.178882353771
2018-10-01,104.053958857116
2018-11-01,104.345553317952
2018-12-01,100.074827000446
2019-01-01,102.211735379943
2019-02-01,107.253752978437
2019-03-01,109.850458749971
2019-04-01,112.372975081651
2019-05-01,112.454758716136
2019-06-01,115.018769878032
2019-07-01,116.65210589247
2019-08-01,114.952834178248
2019-09-01,117.793176035096
2019-10-01,117.446179757351
2019-11-01,121.178490866442
2019-12-01,123.241172117773
2020-01-01,125.718839359574
2020-02-01,127.134261560834
2020-03-01,106.115622524055
2020-04-01,111.407419402527
2020-05-01,113.494843029913
2020-06-01,117.142977296781
2020-07-01,119.481687736579
2020-08-01,119.063479395534
2020-09-01,120.662801709454
2020-10-01,118.280127855082
2020-11-01,121.234778358656
2020-12-01,121.914317446946
2021-01-01,126.092707402936
2021-02-01,125.839762304849
2021-03-01,127.891758920062
2021-04-01,131.346081048524
2021-05-01,131.187997428778
2021-06-01,138.892901472611
2021-07-01,141.14487226505
2021-08-01,144.917811373208
2021-09-01,141.65151622744
2021-10-01,139.803714880265
2021-11-01,145.542155930298
2021-12-01,147.23111989151
2022-01-01,144.97266670961
2022-02-01,139.838237372979
2022-03-01,136.758593586561
2022-04-01,141.185349510873
2022-05-01,133.070735840085
2022-06-01,125.342747705873
2022-07-01,126.266167853498
2022-08-01,127.599749887807
