DATE,CCRETT02CHQ661N
2016-10-01,98.0679851447337
2017-01-01,97.9518544048752
2017-04-01,97.2719554741179
2017-07-01,94.9008836250975
2017-10-01,91.6078412363036
2018-01-01,90.7765563429547
2018-04-01,88.7376063514978
2018-07-01,90.9969640120438
2018-10-01,91.3424181548787
2019-01-01,91.1058334571889
2019-04-01,91.1175474283169
2019-07-01,93.6496728876847
2019-10-01,92.9489408006904
2020-01-01,94.6841039740076
2020-04-01,91.8415855493737
2020-07-01,96.9468364254821
2020-10-01,93.7487828311324
2021-01-01,93.4896307240324
2021-04-01,91.957232921275
2021-07-01,92.8857908192863
2021-10-01,93.9284535956575
2022-01-01,93.9169746384597
2022-04-01,93.1719385823194
